10.52	1.235	3.25	1.798	0.599333	3.539	3.539
10.9	1.398	3.167	1.707	0.569	3.942	3.942
6.734	1.465	2.677	1.999	0.666333
8.533	1.592	4.11	2.153	0.717667
21.013	1.446	3.435	2.386	0.795333	12.8	12.8
12.405	1.477	3.478	2.555	0.63875	4.043	4.043
6.412	1.386	2.457	1.973	0.49325
7.054	1.406	3.833	1.322	0.661
6.226	1.414	3.279	1.059	0.5295
5.872	1.442	2.676	1.246	0.623
7.068	1.626	3.725	1.254	0.627
5.119	1.336	2.487	0.906	0.906
7.52	1.842	4.123	0.981	0.981
6.861	1.826	3.449	0.974	0.974
5.173	1.416	2.574	0.76	0.76
6.185	1.753	3.169	0.786	0.786
5.258	1.38	2.762	0.726	0.726
7.198	1.806	4.024	0.807	0.807
6.926	1.485	3.663	1.185	1.185
6.901	1.667	3.75	0.915	0.915
7.535	1.719	3.668	1.445	0.7225
8.14	1.504	3.93	2.119	0.706333
7.212	1.604	3.434	1.49	0.745
10.78	1.687	3.182	1.34	1.34	3.731	3.731
11.962	1.761	2.925	1.402	0.701	5.03	5.03
7.854	1.672	4.34	1.071	1.071
7.478	1.624	4.447	0.826	0.826
6.727	1.535	3.258	1.382	0.691
6.173	1.735	2.762	1.172	0.586
7.136	1.383	2.94	2.212	0.737333
6.688	1.704	2.514	1.919	0.639667
8.322	1.375	3.133	2.997	0.999
7.737	1.618	3.16	1.876	0.625333
7.355	1.777	3.26	1.8	0.9
10.099	1.496	5.274	2.749	1.3745
8.232	1.349	4.585	1.648	0.824
7.916	1.883	4.103	1.33	0.665
6.664	1.631	3.236	1.223	0.6115
8.95	1.567	4.201	2.363	0.59075
6.245	1.389	2.52	1.905	0.9525
8.276	1.848	3.609	2.185	0.728333
11.595	2.572	5.853	2.336	1.168
7.632	1.677	4.216	1.146	1.146
6.444	1.377	3.816	0.817	0.817
7.073	1.399	2.913	2.181	1.0905
5.455	1.361	2.551	1.08	0.54
6.637	1.547	3.547	1.12	0.56
5.69	1.424	2.586	1.153	0.5765
6.937	1.643	3.732	1.143	0.5715
5.471	1.311	2.575	1.024	0.512
11.241	1.445	3.974	1.158	0.579	3.762	3.762
11.999	1.413	2.715	1.176	0.588	5.95	5.95
23.578	1.851	4.857	1.755	0.8775	5.98	5.98
11.423	1.483	3.548	1.228	0.614	4.104	4.104
8.042	1.641	4.235	1.492	0.746
16.62	1.612	4.125	1.253	0.6265	8.56	8.56
11.611	2.028	3.342	1.177	0.5885	4.201	4.201
13.175	1.479	3.207	2.866	0.955333	4.49	4.49
7.688	1.705	2.77	2.651	1.3255
18.466	1.565	3.949	12.26	6.13
12.8	1.92	3.577	1.551	0.7755	4.67	4.67
7.432	1.899	3.151	1.542	0.771
22.8	1.554	4.955	1.458	0.729	12.869	12.869
5.818	1.578	2.61	1.175	0.5875
6.432	2.004	2.779	1.194	0.597
11.966	1.634	3.289	1.364	0.682	4.593	4.593
5.21	1.409	3.405
5.048	1.621	3.035
4.99	1.493	3.136
4.557	1.472	2.735
4.734	1.458	2.944
5.271	1.721	3.167
6.364	1.574	4.441
4.26	1.494	2.473
5.426	1.835	3.157
5.035	1.335	3.394
9.102	1.81	6.801
5.705	1.615	3.739
4.723	1.605	2.797
6.434	1.821	4.019
4.886	1.615	2.95
6.616	1.626	4.658
4.783	1.495	2.928
5.186	1.431	3.419
4.461	1.581	2.547
5.476	1.562	3.594
4.497	1.296	2.88
5.281	1.471	3.463
6.196	1.659	3.967
6.358	1.598	4.322
4.383	1.349	2.689
6.266	1.385	4.465
4.42	1.44	2.658
5.916	1.515	4.054
4.519	1.339	2.801
6.609	1.715	4.494
5.078	1.804	2.881
6.421	1.942	4.118
6.793	2.12	4.265
5.731	1.568	3.719
5.29	1.743	3.123
6.134	1.887	3.895
5.234	1.84	2.922
4.912	1.75	2.791
6.208	1.576	4.229
4.786	1.639	2.846
5.09	1.585	3.119
5.283	1.592	3.36
4.878	1.478	3.097
6.887	1.788	4.506
4.163	1.379	2.514
6.425	1.834	4.24
4.742	1.449	2.972
5.269	1.799	3.103
5.268	1.568	3.328
7.241	1.582	5.183
4.86	1.525	3.008
4.697	1.358	2.941
4.758	1.671	2.788
5.018	1.733	2.952
5.726	2.183	3.18
6.272	1.544	4.347
5.52	1.439	3.709
4.85	1.54	2.957
4.833	1.576	2.89
6.869	1.39	5.025
6.304	2.439	3.498
5.82	1.653	3.809
5.264	1.731	3.129
6.191	1.688	4.084
6.081	1.738	3.948
9.34	1.784	7.075
15.751	2.443	12.8
9.148	1.667	6.984
6.73	1.609	4.656
5.522	1.716	3.421
5.212	1.603	3.263
4.555	1.499	2.728
5.262	1.528	3.392
5.269	1.491	3.397
6.051	1.591	4.019
5.866	2.439	3.038
6.497	1.603	4.478
4.883	1.488	3.028
5.573	1.529	3.664
4.594	1.592	2.718
6.403	1.707	4.299
6.229	1.819	3.878
17.913	1.724	15.485
4.963	1.525	3.07
6.064	1.704	3.951
5.699	1.851	3.525
6.21	1.624	4.167
5.367	1.667	3.306
5.255	1.636	3.205
4.443	1.44	2.676
5.607	1.479	3.812
5.184	1.533	3.236
5.314	1.698	3.228
5.297	1.757	3.179
5.49	1.481	3.638
14.008	1.944	11.611
11.293	5.276	5.472
6.024	1.474	4.071
6.99	1.753	4.722
8.661	1.739	6.352
5.944	1.522	4.04
5.507	1.543	3.544
5.976	1.62	3.911
6.392	1.572	4.275
5.926	1.513	4.031
5.917	1.576	3.86
7.052	1.808	4.613
6.273	2.166	3.76
5.229	1.381	3.553
5.637	1.781	3.189
7.505	1.49	5.62
4.895	1.736	2.81
5.037	1.575	3.014
4.6	1.482	2.768
5.356	1.469	3.474
4.505	1.466	2.72
5.771	1.586	3.854
6.783	1.861	4.504
6.438	1.636	4.16
5.535	2.042	3.124
5.625	1.662	3.584
5.019	1.627	2.955
5.464	1.424	3.682
4.77	1.481	3.002
5.391	1.472	3.62
5.226	1.725	3.076
4.516	1.466	2.73
5.16	1.64	3.016
4.596	1.495	2.752
4.798	1.646	2.814
4.993	1.553	3.111
6.694	1.909	4.206
6.239	1.559	4.269
16.427	2.004	4.404
6.459	1.729	4.308
5.231	1.692	3.158
5.481	1.466	3.561
6.168	1.675	4.105
4.759	1.606	2.829
5.048	1.757	2.971
5.637	1.838	3.373
4.824	1.544	2.945
5.204	1.663	3.101
4.797	1.579	2.893
4.851	1.491	3.014
5.428	1.471	3.646
5.217	1.729	3.108
15.391	1.636	13.071
4.994	1.75	2.939
5.381	1.493	3.533
7.116	1.588	5.049
5.865	1.834	3.645
5.789	2.097	3.316
8.1	1.488	6.224
5.382	1.5	3.49
10.257	6.863	3.02
5.874	1.961	3.519
6.602	1.449	4.713
5.433	1.651	3.42
4.882	1.561	3
6.971	2.456	4.073
5.096	1.781	3.006
17.313	1.614	15.251
5.58	1.934	3.218
4.959	1.617	2.959
5.983	1.497	4.067
4.85	1.497	2.983
5.795	1.496	3.882
6.671	1.547	4.283
6.569	1.957	4.134
8.971	1.926	6.665
8.263	1.917	5.916
4.706	1.565	2.734
7.507	3.34	3.811
4.422	1.429	2.677
5.665	1.617	3.714
4.85	1.716	2.833
5.642	1.593	3.747
4.74	1.655	2.782
5.895	1.599	3.947
5.157	1.624	3.145
6.042	1.904	3.806
6.048	1.601	4.103
6.496	1.542	4.279
5.714	1.886	3.431
6.111	1.753	4.022
5.64	1.538	3.752
5.815	1.689	3.746
4.997	1.712	2.957
6.369	1.586	4.432
5.751	1.451	3.859
4.962	1.412	3.286
4.559	1.604	2.643
12.469	2.391	9.511
5.392	1.41	3.629
5.301	2.315	2.685
4.774	1.544	2.9
9.917	2.279	7.227
6.11	1.565	4.173
5.153	1.705	3.046
5.5	1.526	3.656
4.711	1.583	2.789
5.811	1.537	3.913
5.774	2.368	2.931
5.757	1.515	3.873
4.911	1.486	3.028
6.609	1.649	4.587
5.652	1.594	3.432
6.595	1.7	4.465
5.22	1.617	3.195
6.139	1.602	4.105
5.281	1.678	3.193
5.639	1.571	3.674
4.724	1.584	2.787
5.875	1.588	3.868
4.558	1.466	2.761
6.244	1.434	4.346
5.601	1.613	3.582
6.496	1.754	4.357
5.857	1.777	3.632
20.315	3.198	16.572
4.865	1.504	2.973
6.154	1.73	3.977
6.492	1.591	4.479
7.18	1.911	4.866
7.878	1.559	5.425
5.678	1.603	3.735
4.855	1.635	2.833
5.634	1.736	3.581
5.058	1.852	2.841
6.176	1.581	4.005
5.784	1.768	3.485
6.124	1.663	3.981
5.162	1.782	2.978
6.426	1.816	4.228
5.722	1.812	3.497
5.954	1.693	3.863
5.15	1.658	3.109
6.488	1.816	4.176
5.213	1.792	3.028
6.522	1.577	4.518
4.788	1.588	2.872
7.356	1.849	4.927
6.389	1.606	4.333
6.397	1.76	4.249
5.356	1.632	3.252
6.374	1.701	4.259
7.27	1.57	4.857
5.908	1.817	3.745
5.778	1.633	3.704
6.057	1.627	3.966
5.028	1.574	3.077
5.21	1.782	3.028
5.158	1.584	3.171
4.742	1.649	2.79
6.799	1.664	4.629
4.917	1.555	2.975
6.023	1.696	3.9
5.968	1.737	3.813
5.119	1.674	3.051
5.814	1.82	3.549
5.34	1.855	3.117
7.168	2.013	4.735
5.206	1.634	3.185
7.033	1.554	5.027
5.262	1.503	3.372
5.809	1.963	3.349
5.474	1.526	3.465
6.158	1.743	3.992
4.643	1.573	2.724
6.226	1.628	4.209
6.351	1.737	4.209
6.768	1.571	4.835
5.498	1.549	3.522
5.809	1.613	3.797
5.354	1.637	3.323
6.689	1.726	4.474
5.036	1.649	2.999
5.624	2.147	3.184
5.157	1.525	3.24
5.483	1.469	3.623
5.523	1.621	3.501
6.02	2.344	3.308
5.444	1.678	3.386
4.873	1.606	2.92
4.839	1.683	2.846
5.189	1.571	3.218
5.242	1.577	3.253
6.446	1.969	3.223
6.451	2.41	3.682
5.01	1.641	2.996
5.525	1.715	3.406
4.957	1.624	2.998
5.774	1.664	3.726
4.956	1.608	2.936
6.207	1.67	4.147
6.524	1.568	4.529
6.547	2.347	3.816
4.681	1.521	2.809
5.295	1.545	3.451
5.188	1.714	3.067
7.712	1.582	4.666
4.737	1.773	2.621
5.855	1.748	3.719
5.265	1.664	3.221
6.123	1.713	4.035
6.875	1.969	4.438
5.807	1.531	3.876
5.459	1.624	3.536
7.472	1.724	5.214
4.88	1.69	2.819
7.249	1.8	5.03
5.903	2.394	3.119
6.002	1.609	4.019
4.832	1.39	3.074
6.22	1.729	4.112
4.861	1.646	2.831
5.225	1.668	3.162
4.902	1.556	2.988
5.713	1.647	3.685
4.894	1.672	2.882
5.742	1.645	3.684
4.821	1.586	2.858
6.285	1.696	4.082
6.014	1.631	4.008
5.879	1.694	3.816
5.13	1.733	3.013
5.72	1.547	3.777
5.107	1.598	3.068
6.803	2.321	4.05
5.583	1.605	3.37
6.95	1.779	4.64
4.653	1.611	2.702
5.795	1.59	3.811
4.396	1.566	2.501
6.085	1.607	4.033
5.087	1.73	2.96
14.446	2.791	11.165
5.285	1.672	3.236
17.984	1.663	15.852
4.922	1.649	2.891
6.47	1.785	4.245
4.788	1.538	2.893
8.818	1.754	6.606
4.796	1.691	2.777
6.299	1.53	4.294
5.007	1.583	3.051
6.327	1.697	4.143
5.202	1.802	3.079
6.356	1.734	4.168
5.02	1.616	3.031
5.607	1.716	3.43
4.387	1.489	2.602
5.212	1.658	3.192
5.89	1.733	3.722
5.197	1.695	3.1
5.572	1.693	3.403
4.479	1.47	2.702
4.933	1.633	2.937
6.523	1.8	4.351
5.177	1.623	3.249
5.762	1.55	3.892
5.076	1.724	2.954
5.08	1.479	3.208
5.7	1.597	3.814
5.127	1.708	3.065
5.757	1.625	3.797
4.947	1.661	2.915
7.448	1.424	5.577
5.571	2.553	2.691
6.674	1.733	4.239
5.572	1.64	3.516
6.067	1.472	4.244
4.818	1.714	2.778
6.571	1.596	4.513
5.424	1.68	3.287
5.825	1.464	3.974
4.485	1.524	2.692
5.958	1.77	2.846
6.088	2.924	2.818
5.688	1.707	3.583
4.827	1.594	2.856
5.679	1.56	3.771
5.536	1.424	3.752
6.358	1.683	4.232
5.922	1.938	3.479
6.418	1.657	4.341
4.799	1.511	2.96
6.062	1.747	3.946
4.814	1.61	2.883
5.454	1.388	3.765
5.55	1.514	3.719
5.322	1.55	3.439
4.515	1.471	2.757
8.509	1.645	6.31
4.354	1.449	2.63
6.956	2.051	4.571
6.08	1.337	4.087
5.907	1.497	4.054
6.551	1.628	4.455
6.129	1.605	4.156
14.523	1.823	4.593
5.716	1.507	3.868
4.752	1.45	2.93
6.579	1.663	4.543
4.577	1.463	2.777
5.715	1.521	3.829
4.514	1.521	2.722
5.705	1.429	3.971
5.992	1.871	3.738
5.061	1.556	3.223
4.865	1.683	2.856
6.578	1.847	4.363
6.339	1.611	4.348
5.613	1.752	3.496
4.675	1.653	2.775
4.457	1.477	2.714
5.85	1.979	3.424
5.94	1.832	3.757
7.571	2.261	4.881
5.417	1.581	3.311
5.184	1.417	3.451
5.964	1.817	3.75
5.309	1.555	3.463
4.378	1.458	2.621
5.686	1.564	3.768
4.684	1.592	2.747
4.435	1.467	2.701
8.551	2.144	5.918
5.511	1.268	3.974
4.349	1.562	2.482
5.367	1.497	3.539
10.55	2.037	7.957
4.489	1.366	2.779
4.591	1.527	2.74
4.667	1.569	2.744
4.058	1.345	2.453
5.934	1.513	3.982
4.415	1.531	2.546
5.36	1.392	3.638
6.343	1.826	3.918
5.819	1.614	3.754
5.297	1.618	3.302
7.335	1.449	5.224
4.756	1.619	2.756
5.369	1.51	3.546
6.149	1.57	3.516
5.65	1.521	3.729
5.709	1.77	3.463
5.93	1.445	4.11
4.665	1.55	2.805
5.776	1.713	3.7
5.607	1.54	3.27
5.471	1.545	3.604
4.882	1.49	3.032
5.478	1.428	3.47
4.122	1.461	2.331
5.748	1.533	3.782
4.539	1.471	2.765
6.075	1.58	4.137
4.757	1.622	2.836
6.019	1.685	3.967
4.537	1.538	2.696
6.453	1.556	4.454
4.534	1.583	2.669
6.864	1.728	4.663
7.439	2.651	4.322
6.733	1.528	4.766
4.908	1.415	3.155
5.595	1.591	3.682
4.746	1.751	2.692
5.677	1.555	3.752
4.933	1.532	3.087
7.458	1.492	3.965
4.891	1.424	3.058
4.726	1.44	2.943
6.042	1.448	4.199
4.515	1.47	2.707
4.724	1.497	2.902
5.437	1.77	3.304
5.904	1.492	4.078
4.467	1.555	2.623
4.814	1.492	2.93
4.554	1.505	2.668
4.405	1.428	2.677
5.528	1.924	3.259
4.564	1.45	2.801
4.826	1.669	2.855
5.739	1.63	3.753
5.705	1.766	3.495
6.338	1.662	4.314
4.689	1.637	2.758
4.572	1.474	2.819
4.992	1.839	2.825
6.175	1.693	4.116
5.322	1.845	3.032
5.466	1.527	3.58
4.377	1.418	2.644
5.495	1.517	3.614
4.701	1.473	2.863
5.091	1.822	2.869
4.749	1.67	2.77
4.694	1.531	2.8
4.96	1.662	2.939
5.119	1.699	3.048
5.289	1.556	3.352
6.494	1.702	4.405
7.276	1.78	5.007
5.976	1.704	3.868
6.967	2.235	4.348
5.017	1.615	3.039
4.724	1.59	2.83
8.569	2.36	5.658
4.974	1.543	3.092
7.047	2.371	4.276
5.926	1.817	3.683
4.782	1.703	2.718
5.251	1.446	3.341
5.162	1.628	3.195
5.715	1.716	3.561
5.036	1.492	3.121
4.66	1.525	2.831
4.683	1.551	2.832
5.576	1.504	3.757
5.828	2.093	3.411
5.531	1.502	3.67
4.563	1.65	2.606
5.778	1.339	4.076
4.454	1.602	2.592
6.734	2.449	3.892
4.61	1.36	2.904
4.538	1.469	2.755
5.054	1.774	2.976
5.704	1.684	2.885
4.687	1.611	2.759
7.76	2.205	5.124
5.534	1.641	3.48
6.957	1.925	4.644
4.591	1.601	2.701
5.734	1.592	3.793
4.659	1.528	2.824
5.687	1.723	3.653
5.678	1.751	3.567
6.634	1.698	4.549
4.671	1.57	2.769
5.545	1.528	3.726
5.591	1.918	3.297
6.827	1.805	4.664
6.87	2.36	4.06
14.801	2.087	12.14
4.829	1.78	2.685
7.481	1.576	5.396
9.193	2.325	6.214
5.339	1.465	3.626
4.792	1.458	2.906
4.314	1.435	2.615
5.406	1.911	3.173
10.341	2.444	7.284
4.476	1.351	2.81
4.334	1.335	2.614
4.587	1.681	2.574
4.983	1.642	3.02
4.147	1.327	2.552
6.29	2.179	3.758
6.154	2.072	3.718
12.041	2.147	9.397
4.3	1.302	2.628
4.936	1.577	3.059
6.512	1.672	4.491
4.349	1.487	2.527
8.32	2.194	5.671
5.169	2.065	2.814
6.956	2.149	4.406
6.255	1.905	3.946
6.787	1.676	4.661
3.85	1.354	2.221
4.825	1.335	3.238
4.743	1.49	2.949
5.758	1.569	3.918
6.744	2.252	4.053
5.03	1.428	3.359
5.362	1.887	3.164
7.582	2.032	5.095
5.196	1.688	3.176
6.514	1.775	4.409
5.169	1.712	3.148
5.871	1.494	4.016
4.716	1.271	3.118
7.617	1.944	5.128
8.845	1.917	6.399
6.263	1.562	4.312
4.044	1.328	2.416
6.032	1.648	3.993
5.899	1.898	3.625
7.38	2.036	4.926
6.929	2.174	4.322
6.603	1.944	4.322
4.656	1.565	2.774
5.571	1.728	3.513
6.086	1.755	3.933
5.247	1.447	3.266
5.794	1.812	3.623
6.669	2.131	4.132
8.958	2.164	6.278
5.12	1.419	3.36
4.1	1.309	2.504
4.497	1.424	2.796
4.272	1.493	2.52
4.628	1.528	2.837
6.547	2.324	3.768
8.942	2.616	4.634
4.832	1.469	3.106
4.321	1.473	2.579
6.688	1.868	4.424
4.917	1.713	2.866
8.465	2.121	5.579
5.461	1.706	3.276
5.072	1.375	3.427
7.143	2.805	3.775
5.218	1.44	3.506
4.827	1.523	2.97
5.485	1.495	3.684
5.215	1.541	3.273
7.77	2.017	5.327
5.076	1.406	3.245
9.787	2.16	7.21
5.86	1.928	3.543
8.759	2.003	6.286
3.989	1.382	2.348
5.39	1.674	3.411
4.635	1.479	2.845
6.806	1.807	4.585
6.038	2.089	3.544
5.499	1.324	3.841
4.321	1.436	2.537
6.274	1.575	4.404
4.021	1.356	2.366
7.19	1.881	4.987
9.955	2.46	6.868
6.416	1.337	4.636
4.16	1.389	2.494
5.41	1.432	3.65
4.749	1.812	2.665
5.629	1.502	3.782
5.085	1.738	3.055
6.349	1.8	4.085
4.484	1.291	2.887
6.25	1.83	4.073
5.386	1.983	3.086
4.834	1.429	3.163
4.877	1.573	3.02
4.875	1.716	2.885
5.824	1.767	3.673
6.017	1.432	4.266
14.783	9.115	4.884
5.134	1.331	3.486
5.121	1.542	3.307
5.561	1.869	3.338
5.318	1.378	3.613
4.842	1.701	2.882
6.778	2.104	4.279
3.933	1.228	2.421
5.445	1.573	3.523
4.386	1.284	2.789
7.202	1.587	5.221
4.796	1.542	2.873
5.319	1.63	3.303
4.695	1.584	2.748
5.489	1.581	3.595
4.755	1.82	2.607
7.559	1.882	5.261
6.902	1.508	4.798
5.224	1.687	3.044
4.609	1.578	2.738
4.78	1.737	2.739
4.146	1.529	2.335
6.571	1.836	4.344
10.738	3.218	6.929
4.009	1.325	2.416
8.623	2.06	6.01
4.49	1.31	2.763
4.131	1.467	2.423
4.135	1.351	2.501
5.453	1.806	3.261
6.39	1.845	4.132
4.82	1.539	2.958
5.677	1.584	3.765
4.688	1.489	2.912
5.667	1.55	3.761
5.731	1.881	3.466
7.676	2.166	4.855
6.612	2.194	3.973
6.117	1.594	4.178
3.997	1.421	2.33
7.069	1.978	4.729
4.383	1.627	2.474
7.205	2.238	4.5
6.825	2.433	3.899
7.004	2.389	4.099
6.163	2.081	3.713
6.323	1.986	3.916
4.47	1.456	2.679
6.261	1.906	3.968
5.341	1.55	3.417
6.328	1.94	4.06
4.098	1.368	2.473
5.889	1.662	3.87
5.912	1.971	3.528
6.392	1.574	4.409
4.363	1.307	2.773
6.51	1.86	4.246
4.195	1.36	2.576
7.793	1.844	5.536
5.457	1.951	3.057
7.767	1.779	5.372
7.414	1.934	5.047
4.968	1.292	3.36
4.749	1.546	2.884
5.089	1.407	3.406
6.658	1.79	4.284
4.986	1.376	3.32
5.939	1.78	3.769
4.767	1.313	3.136
4.723	1.628	2.775
5.28	1.434	3.566
4.426	1.499	2.662
6.477	1.632	4.457
4.605	1.561	2.757
5.275	1.739	3.223
5.932	2.261	3.334
9.26	2.296	5.842
5.799	2.511	2.977
4.396	1.427	2.71
4.496	1.451	2.677
5.255	1.41	3.541
4.896	1.684	2.872
6.248	1.657	4.19
4.603	1.479	2.804
5.477	1.873	3.272
5.983	1.863	3.739
4.65	1.65	2.697
5.115	1.644	3.135
6.053	1.981	3.662
5.713	1.823	3.505
5.394	1.735	3.31
8.236	2.087	5.742
7.151	2.596	3.82
6.707	2.184	4.032
6.136	2.238	3.51
5.315	1.391	3.632
