2.36591	24.9255	5.55034	10.0822	34.7926	7.76875	3.47992
2.43256	14.8654	3.19248	4.31982	35.0235	7.96183	3.54007
2.4992	6.25695	1.17787	-4.02923	35.0496	7.9588	3.53138
2.56585	1.44311	0.0622168	-8.6354	35.0407	7.91076	3.51312
2.6325	-0.0329299	-0.244646	-7.44923	35.0029	7.86231	3.50026
2.69914	-0.212734	-0.218661	-4.50616	35.0076	7.80597	3.48092
2.76578	-0.14699	-0.0808043	-1.91381	34.9876	7.78171	3.47833
2.83243	0.0220109	0.137891	-0.433062	34.9383	7.71234	3.45778
2.89908	0.238335	0.347079	0.0664591	34.9838	7.75097	3.47487
2.96575	0.3846	0.432184	0.141575	35.063	7.78547	3.48472
3.03239	0.369249	0.345559	0.100957	35.1519	7.83664	3.50485
3.09902	0.222823	0.159711	0.0397871	35.2769	7.99147	3.55479
3.16568	0.0748902	-0.00699051	-0.00912816	35.3064	8.10205	3.59414
3.23231	0.00238524	-0.0942922	-0.0319888	35.4217	8.25268	3.64519
3.29895	-0.0374563	-0.128009	-0.0378376	35.4247	8.26091	3.63735
3.3656	-0.0625038	-0.129589	-0.0348177	35.3182	8.16759	3.60535
3.43224	-0.0159394	-0.0744051	-0.0167784	35.2853	8.11105	3.58477
3.49889	0.0784646	0.00604168	0.00795669	35.3008	8.09732	3.58277
3.56555	0.171561	0.0986231	0.037098	35.2873	8.05267	3.56655
3.63218	0.234798	0.209151	0.0731806	35.2828	8.0281	3.56395
3.69883	0.248641	0.300255	0.104148	35.3222	7.99097	3.54946
3.76547	0.240739	0.339104	0.114518	35.3086	7.94615	3.53564
3.83212	0.165272	0.259779	0.0812453	35.3706	7.95184	3.53759
3.89876	0.0284445	0.0890616	0.0202164	35.3398	7.99151	3.55629
3.96541	-0.0593762	-0.0461735	-0.0237757	35.4031	8.11802	3.59863
4.03206	-0.0660809	-0.0987527	-0.0380182	35.4207	8.20295	3.63238
4.0987	-0.0530238	-0.112964	-0.0388185	35.4298	8.21579	3.626
4.16535	-0.0322163	-0.11621	-0.0366386	35.4462	8.21047	3.63044
4.23199	0.00158329	-0.11494	-0.0351652	35.5937	8.31434	3.66297
4.29864	0.0289844	-0.105358	-0.0321932	35.6982	8.37478	3.68738
4.36529	0.0513639	-0.061027	-0.0168482	35.8005	8.41633	3.69964
4.43193	0.0595392	0.026849	0.0146531	35.8592	8.43437	3.70746
4.49858	0.0669366	0.134588	0.0522523	35.9084	8.46445	3.71848
4.56522	0.0712522	0.197475	0.0707261	35.9483	8.46519	3.71395
4.63187	0.0609928	0.173992	0.0570558	35.9343	8.43545	3.7054
4.69851	0.0852014	0.137773	0.0433914	35.8959	8.4238	3.70544
4.76516	0.167637	0.14847	0.0494548	35.8072	8.43323	3.71746
4.83181	0.248727	0.16461	0.0573859	36.037	8.68993	3.80897
4.89845	0.285297	0.157146	0.055642	36.1935	8.85595	3.85583
4.96511	0.268403	0.131107	0.046488	36.2925	8.93446	3.8838
5.03174	0.220196	0.101444	0.0352343	36.3008	8.91229	3.86441
5.09839	0.16267	0.0601739	0.018978	36.2663	8.85504	3.84818
5.16504	0.085969	0.00933831	0.00242437	36.2551	8.8184	3.83888
5.23168	-0.0133871	-0.0227263	-0.00361356	36.3125	8.84579	3.84849
5.29837	-0.0334086	0.0384257	0.0237854	36.2744	8.77201	3.82164
5.36497	0.107776	0.220174	0.0866517	36.1762	8.68318	3.79496
5.43161	0.265413	0.363545	0.127697	36.2763	8.7913	3.84278
5.49826	0.31477	0.358156	0.1166	36.4402	8.93319	3.89113
5.56491	0.24695	0.231106	0.0678312	36.66	9.16844	3.98121
5.63157	0.126933	0.0729212	0.0157569	36.7618	9.3177	4.0292
5.6982	0.0533151	-0.0219318	-0.0102628	36.8235	9.41293	4.05562
5.76485	0.0240972	-0.0591393	-0.0195044	36.7196	9.33201	4.02738
5.83149	-0.015499	-0.0950445	-0.0304851	36.6901	9.28431	4.01188
5.89814	-0.0479455	-0.105496	-0.0300776	36.6164	9.21296	3.98615
5.9648	0.0166507	-0.0132336	0.00686894	36.6228	9.18855	3.98009
6.03143	0.174402	0.159372	0.0682034	36.6345	9.16832	3.9756
6.09808	0.337005	0.343686	0.130725	36.6047	9.13888	3.96499
6.16472	0.406847	0.452588	0.16341	36.6852	9.16861	3.97287
6.23136	0.325589	0.404341	0.138884	36.5721	9.09701	3.97508
6.29802	0.150293	0.226172	0.0723704	36.5781	9.13174	3.99031
6.36465	-0.0114437	0.0337089	0.00554881	36.5031	9.09832	3.98647
6.4313	-0.102781	-0.0890131	-0.0332461	36.6607	9.28813	4.05891
6.49795	-0.104963	-0.126941	-0.0419998	36.734	9.39745	4.08892
6.5646	-0.0640622	-0.115793	-0.0358969	36.753	9.39653	4.07118
6.63124	-0.0189825	-0.0826309	-0.0245978	36.7046	9.34504	4.04832
6.69789	0.015526	-0.0457952	-0.0100484	36.6323	9.26962	4.02143
6.76453	-0.0130047	-0.0379662	0.00336983	36.6604	9.28572	4.03008
6.83118	-0.075457	-0.0458425	0.00996189	36.6845	9.2983	4.03389
6.89782	-0.0745247	-0.00313754	0.0265285	36.6731	9.23443	4.01134
6.96447	0.0348039	0.12909	0.0664786	36.651	9.2309	4.01223
7.03111	0.145784	0.233204	0.0847844	36.6386	9.21541	4.00791
7.09776	0.151809	0.206462	0.0573275	36.6064	9.18006	3.9961
7.1644	0.0634579	0.0848331	0.00960709	36.5819	9.20349	4.01763
7.23105	-0.0372383	-0.036086	-0.0277078	36.7096	9.34059	4.06695
7.2977	-0.0600839	-0.0737991	-0.0331486	36.9302	9.59799	4.14783
7.36434	-0.0262266	-0.0587677	-0.0226907	36.9483	9.61616	4.14528
7.43099	-0.000419449	-0.0509085	-0.0172233	36.9507	9.61215	4.13838
7.49763	-0.00961208	-0.0555009	-0.016858	36.7979	9.45866	4.08943
7.56429	-0.0362112	-0.0650127	-0.0197175	36.7106	9.37743	4.06613
7.63092	-0.0642078	-0.0693743	-0.0180397	36.5765	9.2723	4.02986
7.69757	-0.0396328	-0.0101968	0.00806679	36.4061	9.14466	3.99802
7.76422	0.103109	0.158378	0.0662249	36.3222	9.05802	3.97182
7.83086	0.256345	0.3241	0.115173	36.3012	9.02029	3.95981
7.8975	0.283628	0.33634	0.10801	36.258	8.99153	3.95271
7.96415	0.163376	0.188357	0.0518902	36.3292	9.08121	3.99108
8.0308	-0.0263655	-0.0162982	-0.0143939	36.3687	9.1692	4.02345
8.09745	-0.184903	-0.173802	-0.0613965	36.548	9.3681	4.08191
8.16409	-0.305492	-0.27183	-0.0880653	36.4753	9.3277	4.06468
8.23074	-0.3708	-0.311286	-0.094341	36.4632	9.29939	4.05384
8.29739	-0.354662	-0.297409	-0.0865889	36.4012	9.22898	4.02849
8.36403	-0.277485	-0.24623	-0.0711561	36.3419	9.17025	4.01024
8.43067	-0.170822	-0.151658	-0.0399383	36.3438	9.1587	4.02692
8.49732	-0.049404	-0.0156652	0.00692977	36.2864	9.11098	4.00196
8.56396	0.089953	0.146558	0.0588789	36.3106	9.10255	4.00315
8.63061	0.17701	0.252842	0.0868645	36.2569	9.04709	3.98108
8.69726	0.140147	0.217598	0.0675135	36.2624	9.04189	3.98373
8.7639	0.0455157	0.0950119	0.0233125	36.2659	9.05752	3.99144
8.83055	-0.0479961	-0.0334062	-0.018633	36.315	9.1596	4.03488
8.89719	-0.0977997	-0.106777	-0.0359015	36.5149	9.34413	4.08254
8.96384	-0.100746	-0.118174	-0.0292194	36.5961	9.45533	4.11647
9.03049	-0.0999705	-0.116889	-0.0255731	36.6362	9.48755	4.11511
9.09713	-0.082176	-0.106126	-0.0263197	36.6382	9.47145	4.11342
9.16377	-0.0669329	-0.097692	-0.0278118	36.7141	9.51484	4.12615
9.23042	-0.0595249	-0.0857703	-0.0241048	36.6657	9.44541	4.10448
9.29707	-0.0258607	-0.0254373	-0.00111486	36.6364	9.37748	4.07772
9.36371	0.0649337	0.101656	0.0431433	36.5997	9.34081	4.08584
9.43036	0.198806	0.247109	0.0840056	36.5663	9.30211	4.07003
9.49701	0.274824	0.316862	0.0941115	36.4936	9.21608	4.04397
9.56365	0.249937	0.2756	0.07351	36.4751	9.21309	4.0509
9.6303	0.191709	0.185123	0.0462765	36.4908	9.24455	4.06906
9.69694	0.137394	0.0964619	0.0237474	36.5923	9.4243	4.13523
9.76358	0.0677562	0.00321381	-0.00249116	36.5089	9.39708	4.11822
9.83023	-0.00465041	-0.0803481	-0.0259531	36.3639	9.26444	4.06808
9.89688	-0.0581444	-0.123408	-0.031991	36.2505	9.14788	4.03256
9.96352	-0.0973543	-0.141078	-0.0330955	36.2497	9.11792	4.02078
10.0302	-0.12523	-0.150654	-0.0366951	36.1712	9.01364	3.98355
10.0968	-0.114043	-0.117594	-0.0244796	36.0689	8.92415	3.95439
10.1635	-0.0468071	-0.0118098	0.0131176	36.0179	8.85457	3.92963
10.2301	0.0263686	0.116223	0.0542055	35.8917	8.74023	3.89284
10.2968	-0.00718758	0.118702	0.0467505	35.8506	8.70805	3.88616
10.3634	-0.139439	-0.0225851	-0.00859585	35.7906	8.6281	3.85758
10.43	-0.223432	-0.155149	-0.0555431	35.787	8.62049	3.86115
10.4967	-0.226542	-0.220615	-0.0780005	35.7619	8.67184	3.88341
10.5633	-0.221559	-0.251772	-0.0883143	35.9058	8.80871	3.91328
10.63	-0.219656	-0.255009	-0.0882569	35.9361	8.87878	3.93593
10.6966	-0.230225	-0.257318	-0.0880658	35.9322	8.85939	3.92059
10.7633	-0.24673	-0.257035	-0.0858077	35.9604	8.86409	3.92112
10.8299	-0.234974	-0.233026	-0.0752316	36.0163	8.88406	3.93104
10.8966	-0.20018	-0.202964	-0.0635914	35.9922	8.84555	3.91467
